loan_id,customer_id,loan_status,loan_amount,state,funded_amount,term,int_rate,installment,grade,issue_date,issue_year,pymnt_plan,type,purpose,description,notes,emp_title,emp_length,home_ownership,annual_inc,annual_inc_joint,verification_status,zip_code,addr_state,avg_cur_bal,Tot_cur_bal
169095,qb0Vd89ebe94efac96fdu5Kccde87beafc011688Bmd3m,Current,16000.0,CA,16000.0, 60 months,0.1947,419.20001,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Project Manager,7 years,RENT,60000.0,,Source Verified,917xx,CA,4394.0,39542.0
169969,fcic6d4bf16beb2DebW8bKt0c291Ae096f3cd9erb3f306eW,Current,16250.0,AL,16250.0, 60 months,0.1416,379.45999,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,orderfiller,6 years,MORTGAGE,36321.0,,Not Verified,368xx,AL,10641.0,74489.0
170061,8cbW38flO0c9ac4Cb1da19df9db3a54fe0ebd1cca0bCz0ec5f3,Current,16300.0,FL,16300.0, 60 months,0.2049,436.31,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Accounts Recivable Specialist,10+ years,MORTGAGE,42000.0,,Source Verified,331xx,FL,23006.0,230055.0
170561,98ld30a2p99b9cad2d6fbcf9fM13La3faafa8ic59e18a61f6,Current,16500.0,IL,16500.0, 60 months,0.1464,389.42999,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Welder,10+ years,MORTGAGE,71000.0,,Not Verified,614xx,IL,7974.0,79744.0
170579,e01dah9c881y883afhbb1cwd3e8ca13sg0fe89buadbeo9c,Current,16500.0,CA,16500.0, 60 months,0.1561,397.84,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Senior Associate,5 years,RENT,90000.0,,Not Verified,908xx,CA,7683.0,145968.0
170602,bRf5d1abc82acb8h04jfaca14d65aec2aaba9dd9a1be1b4,Current,16500.0,CO,16500.0, 60 months,0.1825,421.23999,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,warehouse associate,10+ years,RENT,49000.0,,Verified,802xx,CO,4792.0,38332.0
170837,f4wTd84d3c9850218b881Tde010ce79foaa07a4efadf2d3d19095,Current,16650.0,OH,16650.0, 60 months,0.2199,459.76999,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Direct Sales Representative,< 1 year,MORTGAGE,49000.0,,Source Verified,458xx,OH,10699.0,128391.0
170857,U0680c3ue54dfd8e7fdHa9fda211000fodbaaa317beJ14b85b0,Current,16675.0,CO,16675.0, 36 months,0.1892,610.57001,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,,n/a,RENT,46440.0,,Verified,801xx,CO,2178.0,32673.0
171948,e01ec4dfa2c5a79a3c5pjca11J193VedXebf0w84e30f08l,In Grace Period,16950.0,WV,16950.0, 60 months,0.2343,482.03,F,04-2014,2014.0,False,INDIVIDUAL,small_business,Business,desc,owner,10+ years,MORTGAGE,50000.0,,Verified,261xx,WV,14584.0,116668.0
173663,a48583f8bf94m01lf0mZfe8u81Qb9e3ef06Gbd6ae,Current,17000.0,MN,17000.0, 60 months,0.1464,401.23001,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,IT Analyst,3 years,MORTGAGE,49000.0,,Source Verified,551xx,MN,11201.0,156810.0
173715,a60fbdc901A05depa5Se4y13ea92fad5Vdcdf190f18ed7c68d,Current,17000.0,NC,17000.0, 60 months,0.1531,407.20999,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Inventory Manager,8 years,OWN,68000.0,,Not Verified,284xx,NC,5356.0,101762.0
174065,15yc3da16e4aaIfT1699171dbc17hb9dec5Bb7eeZf,Current,17100.0,NC,17100.0, 60 months,0.1947,448.01999,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Office Manager,10+ years,OWN,43000.0,,Source Verified,270xx,NC,3469.0,45101.0
174383,91Y87a29d039dd2178bbbba41e993ye2b1b51f1ald4b2d6,Current,17350.0,WA,17350.0, 60 months,0.2589,518.34003,G,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Postdoctoral Research Associate,1 year,RENT,58000.0,,Source Verified,993xx,WA,3065.0,21454.0
175110,lI6f3Hs85a1C8bcO84c892a313fa0cac3aefad5Pce970ea8,Current,17575.0,FL,17575.0, 60 months,0.1947,460.47,D,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Teacher,10+ years,OWN,55000.0,,Not Verified,328xx,FL,8812.0,79312.0
175114,f3f6uddbco8d89b8d99df0213ffnfea2c78a205fdha8A149dAtbb,Late (31-120 days),17575.0,CA,17575.0, 60 months,0.1659,432.92001,D,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,,n/a,RENT,40000.0,,Verified,917xx,CA,1944.0,17493.0
175138,A7f4Ce7061599JebGb0ebd88d14de99bb7zf8JbdR7fb,Current,17600.0,LA,17600.0, 36 months,0.0603,535.66998,A,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,,n/a,MORTGAGE,75000.0,,Verified,711xx,LA,16357.0,212645.0
175591,afeh19c9e6da1bb09d1fb6a39591d8fQc5b1Jd7Y8eL8f19v,Late (16-30 days),17775.0,MA,17775.0, 36 months,0.1464,613.04999,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Finance,6 years,RENT,62500.0,,Source Verified,021xx,MA,5080.0,40640.0
176385,Zcb9add903d6c0e581habaec81aa1Kd1c1a6b987e0a8f0dc0b,Current,18000.0,CA,18000.0, 36 months,0.0603,547.84003,A,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Transportation Broker,8 years,MORTGAGE,120000.0,,Source Verified,957xx,CA,26140.0,261400.0
177859,8c0f49f4a4b4b0e4a0m29f8000lNa49efd9c85e9a118cdea,Current,18000.0,MI,18000.0, 36 months,0.1099,589.21997,B,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Owner,9 years,MORTGAGE,100000.0,,Source Verified,480xx,MI,48008.0,432075.0
178186,bba3829drb0eda2Ybae88db71da296n8dffN9383fdb5e87f13,Late (31-120 days),18000.0,NJ,18000.0, 36 months,0.1199,597.78003,B,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Managing Member,10+ years,MORTGAGE,123000.0,,Source Verified,077xx,NJ,4532.0,36256.0
180334,84lc0z95bba3yf0ad18bcf6ME5ra6ua504L8ce5ddc2c8ef,Current,18000.0,PA,18000.0, 60 months,0.1416,420.32999,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Manager,10+ years,MORTGAGE,52000.0,,Not Verified,150xx,PA,14463.0,188018.0
180437,W83f8I49495Z9bt104f8j7b8f0d6840d3ke10bde39aaf9a04,Current,18000.0,MA,18000.0, 60 months,0.1464,424.82999,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Social worker,9 years,RENT,62000.0,,Source Verified,027xx,MA,2409.0,19268.0
180441,9bec6f57ffdabbo989e1c00jv11bJ8789d5127sdeba,Current,18000.0,IL,18000.0, 60 months,0.1464,424.82999,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Self employed attorney and faculty,10+ years,MORTGAGE,125862.0,,Source Verified,605xx,IL,26129.0,339675.0
180442,8ff6eb1af10eb89d3Mbdessa4a7PDe8d5e2b3ove4cc401,Current,18000.0,TX,18000.0, 60 months,0.1464,424.82999,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,HI Director,9 years,OWN,65000.0,,Verified,785xx,TX,1466.0,26386.0
180585,8d859e3a0ce4c6f81dtf6b8f3cee7e9eeccdd4a67a0a96r8e,Current,18000.0,OH,18000.0, 60 months,0.1531,431.16,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,HR/LR Specialist,10+ years,MORTGAGE,82500.0,,Source Verified,451xx,OH,1515.0,10603.0
180592,Id6M84ffa3edba4b68eJ9et2cAke79593f6vd79cc5J,Late (31-120 days),18000.0,OR,18000.0, 60 months,0.1531,431.16,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Chief Nursing Officer,2 years,RENT,142000.0,,Not Verified,977xx,OR,9570.0,153124.0
180659,00bdd8vccaalitff94aff8efd984f6ec9e891Wsa12z930b6,Current,18000.0,PA,18000.0, 60 months,0.1561,434.01001,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Business Development & Compliance Specia,10+ years,RENT,44000.0,,Source Verified,151xx,PA,5012.0,35081.0
180850,dbhIrjEf5ge7Rd1dedUF8bfdf7f5e5ef8ba0f6h,Late (31-120 days),18000.0,TX,18000.0, 60 months,0.1659,443.39001,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Assistant Fitness Director,6 years,MORTGAGE,63410.0,,Source Verified,788xx,TX,18858.0,150867.0
181383,bed15bc5a5ebaed7a4bab1Nic7d96dkG1d1aL8abd60bee,Current,18000.0,CT,18000.0, 60 months,0.2118,488.79001,E,04-2014,2014.0,False,INDIVIDUAL,home_improvement,Home improvement,desc,Sales and Service,7 years,OWN,40000.0,,Source Verified,065xx,CT,1933.0,30932.0
181498,ba0H1c13c2f1ta29314ea0f904daMe1fbnYl92fab21,Current,18000.0,NY,18000.0, 60 months,0.2343,511.89001,F,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,,n/a,MORTGAGE,57000.0,,Verified,124xx,NY,16083.0,209082.0
181938,Od0qc8bf9bnd318D9ke9K0bc7902g82qaface912cfLf78a03,Current,18200.0,IL,18200.0, 60 months,0.1416,425.0,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Computer Analysis,10+ years,MORTGAGE,83000.0,,Source Verified,600xx,IL,11713.0,175698.0
182284,Rwba19g8f295d4829ffee01ad38979dVff179a2b1cc8b95i89,Current,18400.0,VA,18400.0, 36 months,0.1561,643.35999,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Glass Artist,10+ years,MORTGAGE,63000.0,,Verified,234xx,VA,2371.0,26077.0
182386,bd92ba0fjf1HCc2d315f1lPKdafe8aaftqd5c,Current,18450.0,CA,18450.0, 36 months,0.2499,733.47998,F,04-2014,2014.0,False,INDIVIDUAL,small_business,Business,desc,Operations Manager,2 years,RENT,77000.0,,Verified,921xx,CA,7247.0,72469.0
182934,dfpd98dI86f6ff8c105e0f49eeb7e0KV0bha2eeca89d1e71b,Current,18700.0,IN,18700.0, 60 months,0.1947,489.94,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Business Manager,2 years,RENT,52000.0,,Source Verified,477xx,IN,4484.0,58287.0
183114,9da1ae7a8cf005a6Df9aauRf6d2p8694d29cm15b1d4c47Xs8a,Current,18825.0,MO,18825.0, 60 months,0.1561,453.89999,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Internal Communications,2 years,RENT,43000.0,,Source Verified,631xx,MO,10409.0,93685.0
183129,Xk9a9dab86bd1eWkeflba1088bf2c1QX14e2e0f8ldaaf,Current,18825.0,MN,18825.0, 60 months,0.2245,524.76001,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,plumber,9 years,MORTGAGE,90000.0,,Verified,550xx,MN,11075.0,243640.0
185060,a2bea18bqse4KacDccf7Ye8cza1Te6eebee1eAe4sW,Current,19200.0,CA,19200.0, 60 months,0.1099,417.35999,B,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,operations mgr,8 years,RENT,120000.0,,Verified,933xx,CA,6262.0,43837.0
186048,e51e95eef0ec180caa9en0200gre3c96b25wc6f593fdfb2,Current,19575.0,AZ,19575.0, 60 months,0.1947,512.87,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Assignment editor,10+ years,RENT,49000.0,,Source Verified,850xx,AZ,2939.0,55845.0
186068,c3d5baQcfef219bce94rm17b4m02a6bV,Current,19575.0,NY,19575.0, 60 months,0.1825,499.75,D,04-2014,2014.0,False,INDIVIDUAL,home_improvement,Home improvement,desc,Warehouse manager,10+ years,MORTGAGE,70000.0,,Verified,142xx,NY,5136.0,35958.0
186282,c14d514baabTe5izb4Lw08BY950efd38aRe70fc0ab129dTc0,Current,19675.0,GA,19675.0, 60 months,0.1561,474.39999,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Deputy Warden,10+ years,OWN,43868.0,,Source Verified,316xx,GA,7988.0,47930.0
186285,Z3e418Dc5C96f2f116cc84eb10Mf507Yub1l9c1cA8dd6A,Current,19675.0,FL,19675.0, 60 months,0.1999,521.15997,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,CSA,6 years,RENT,46905.602,,Source Verified,330xx,FL,2044.0,20444.0
186358,fa9bde45d38b9ac4f403rHb1Pdd1c8000z8avba0cd106,Current,19750.0,MA,19750.0, 60 months,0.2049,528.65997,E,04-2014,2014.0,False,INDIVIDUAL,home_improvement,Home improvement,desc,Nurse Assistant,< 1 year,MORTGAGE,52250.0,,Verified,018xx,MA,15481.0,201253.0
186528,Me917b1be8e9070fa7e3020203d7d0fdc503d6e79dbb9ecece060b,Current,19800.0,CT,19800.0, 60 months,0.1561,477.41,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Special Education Teacher,7 years,RENT,59000.0,,Source Verified,063xx,CT,3192.0,35108.0
186595,b9be96e09791e3f5d9tc98eb9abb8d389d3Fa00cfe937fO,Late (31-120 days),19825.0,CA,19825.0, 60 months,0.1757,498.79999,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Office Technician,2 years,RENT,75100.0,,Source Verified,956xx,CA,3301.0,36314.0
186717,Y98f7e8ac8cbeea2h8bf5t2S0487b187o8cce2b3rjTdc9a,Current,19950.0,VA,19950.0, 60 months,0.2606,598.03003,G,04-2014,2014.0,False,INDIVIDUAL,other,Other,desc,Controller,< 1 year,MORTGAGE,110000.0,,Verified,220xx,VA,137233.0,274465.0
187024,9bf1Mdbnc0bc900f39aq9fc0W8c92aed91eI94b1c0c4,Current,20000.0,NY,20000.0, 36 months,0.079,625.81,A,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Advertising Director,10+ years,MORTGAGE,125000.0,,Not Verified,125xx,NY,28252.0,452032.0
187349,04da8d83b1cabb93nb7u0204eedce407c5aed018efb0aa85,Current,20000.0,CO,20000.0, 60 months,0.1825,510.60001,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Clinical Site Director,10+ years,MORTGAGE,85000.0,,Source Verified,801xx,CO,17010.0,238134.0
189891,bb16Sc8te3B84fff81d8bd36ED12878c88cIVkbd,Current,20000.0,GA,20000.0, 36 months,0.079,625.81,A,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,evaporation operator,10+ years,MORTGAGE,75000.0,,Not Verified,316xx,GA,16789.0,184674.0
193332,Kb6Uae80v1fd78a0ca6cd92b01ef2S05Bie7feocb08p,Current,20000.0,NC,20000.0, 36 months,0.1249,668.97998,B,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Office Manager,4 years,OWN,150000.0,,Source Verified,283xx,NC,1743.0,10457.0
193340,eAgc200c7D1ea0d7l821303abe21d8eeduK10d0e111c8d31307t,Current,20000.0,NM,20000.0, 36 months,0.1249,668.97998,B,04-2014,2014.0,False,INDIVIDUAL,home_improvement,Home improvement,desc,Administrative Specialist,4 years,MORTGAGE,60000.0,,Source Verified,882xx,NM,5242.0,26208.0
198158,aa00f8030eead10bee2a3lg80f811050f1dc29c2edaeU8bua39882,Current,20000.0,OR,20000.0, 60 months,0.1299,454.95999,B,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Software Engineer,3 years,RENT,93000.0,,Source Verified,971xx,OR,4916.0,29496.0
198651,8b83falcced4dbS1eadS1b900a7a21a7o8119cae812,Current,20000.0,NY,20000.0, 60 months,0.1365,461.75,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,mammographhy technologist,10+ years,MORTGAGE,86000.0,,Not Verified,117xx,NY,16034.0,240513.0
199037,14e2c9cdZ98c71f0fzc7BTaab7af4c8lb5efGc8B1b9eO,Current,20000.0,MN,20000.0, 60 months,0.1416,467.03,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Iron worker,5 years,MORTGAGE,105000.0,,Not Verified,558xx,MN,21991.0,241901.0
199039,b5f118J15zj91Qp94d318c004Yoe1bbd91dfd97L0fac8d,Current,20000.0,MA,20000.0, 60 months,0.1416,467.03,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,social worker,6 years,RENT,90000.0,,Not Verified,021xx,MA,2801.0,50426.0
199292,9699kf9c58c6vk05fbdcce8f3b1becdC8ed1bbtfcbedba01aoa6,Current,20000.0,NY,20000.0, 60 months,0.1464,472.03,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Classification Analyst,6 years,RENT,60571.0,,Verified,113xx,NY,2521.0,45381.0
199293,zgd91216t17bcrebbb9bcebd1acfe5z1fT86feu98,Current,20000.0,OK,20000.0, 60 months,0.1464,472.03,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Lead Application Developer,4 years,MORTGAGE,110000.0,,Source Verified,747xx,OK,22939.0,229393.0
199840,jGa881b9f7ffe304c20fa7Ybc9880c1ve4Adece10ceFD1a,Current,20000.0,MN,20000.0, 60 months,0.1561,482.23001,C,04-2014,2014.0,False,INDIVIDUAL,home_improvement,Home improvement,desc,public works,9 years,MORTGAGE,81000.0,,Not Verified,553xx,MN,34122.0,238855.0
199846,Ne0c3nWd0fe06f600w8dacf9ace8SWqbe8ae96b6caRf2,Current,20000.0,NY,20000.0, 60 months,0.1561,482.23001,C,04-2014,2014.0,False,INDIVIDUAL,home_improvement,Home improvement,desc,Manager,10+ years,MORTGAGE,113000.0,,Not Verified,142xx,NY,22601.0,271214.0
199850,710tdc94k03q96gd9bdoab95a0j88ybEabbc7fNaaL9b,Current,20000.0,TX,20000.0, 60 months,0.1561,482.23001,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Sr Manager,10+ years,RENT,100000.0,,Verified,785xx,TX,4279.0,59906.0
200709,85c0cfD85cabef5f90b9eboG90Kb78dad094bb,Current,20000.0,AL,20000.0, 60 months,0.1757,503.20999,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,RN,5 years,MORTGAGE,50000.0,,Verified,350xx,AL,8214.0,172493.0
201475,9e1be518f986d48405199jwWe8Pwf0r16d514sf6b30ca91,Late (31-120 days),20000.0,CA,20000.0, 60 months,0.2049,535.34998,E,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,RN,7 years,MORTGAGE,88000.0,,Verified,956xx,CA,1207.0,15689.0
201476,9b0cac08f489j8ff294819Na0dea4cdefa8bfe8h9cd80ee4T1eS,Late (31-120 days),20000.0,NY,20000.0, 60 months,0.2049,535.34998,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,teacher,10+ years,MORTGAGE,90000.0,,Source Verified,115xx,NY,29210.0,292096.0
202493,Mc5f7o071bZ15f1d7M83rd19b7f98b80ca1dd98e3d197d1,Current,20125.0,GA,20125.0, 60 months,0.1365,464.63,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Teacher,10+ years,MORTGAGE,56000.0,,Verified,306xx,GA,11805.0,153476.0
202877,c3fft8ce7yf5a6b4Qd2df93c6b4dddbd40f9caeMd889d98090Y,Current,20400.0,CA,20400.0, 36 months,0.1249,682.35999,B,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Registered Nurse,10+ years,RENT,65000.0,,Source Verified,931xx,CA,3593.0,21557.0
203107,958af5bcb4e0818e8f99ef112S4iqe51bqcadcd3aX9b03c,Current,20475.0,CA,20475.0, 60 months,0.1825,522.71997,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Warrenty repair,< 1 year,RENT,55000.0,,Verified,926xx,CA,4224.0,38020.0
203135,ea899bceb912teec99da0Adc0bE9ee7fb04a2b48fcff8d,Current,20500.0,TX,20500.0, 60 months,0.2118,556.67999,E,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Secretary,10+ years,OWN,53185.0,,Verified,779xx,TX,1894.0,17049.0
203573,c9f9f18e6ede5uf3eaa3de8219V96f9cbc88cbbf87b412f1,Current,20800.0,KY,20800.0, 60 months,0.2118,564.82001,E,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,MRI Technologist,10+ years,MORTGAGE,72000.0,,Source Verified,402xx,KY,2982.0,38764.0
203872,W1cfdP08vq06bf96b068107e0e9b99088g8ba799H0ce78b868a84,Current,20950.0,CT,20950.0, 60 months,0.1947,548.89001,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,U-verse PremTech,3 years,MORTGAGE,50000.0,,Source Verified,061xx,CT,3256.0,32563.0
204096,8e9cPTbf23c016d3c3uf8cfdbc29210287c9e0c7if9,Current,21000.0,FL,21000.0, 60 months,0.1199,467.03,B,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Analyst,6 years,MORTGAGE,79500.0,,Verified,337xx,FL,11421.0,159899.0
204105,98e6G0810f5fdcff8fedb8cc0514148ac8Z8atXf8T88bfa9k,Current,21000.0,OH,21000.0, 60 months,0.1659,517.28998,D,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Nurse,2 years,MORTGAGE,50000.0,,Verified,441xx,OH,8078.0,218107.0
204199,b4f7Npaeo89ddT9d1219831dBq6e7fc92dedcda8c,Current,21000.0,OR,21000.0, 36 months,0.0603,639.15002,A,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,NURSE,10+ years,MORTGAGE,85000.0,,Not Verified,970xx,OR,26412.0,211298.0
204678,e4ncar1abdCWl9bD908a96d1cc1dda9deaE9p88kee17ac17,Current,21000.0,IL,21000.0, 36 months,0.089,666.82001,A,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Owner/President,10+ years,MORTGAGE,200000.0,,Source Verified,601xx,IL,41714.0,750849.0
205277,v94TIb4cbH81Hf0c6dda6d3c4ffa1u18cb84zdf9wc2,Late (31-120 days),21000.0,OR,21000.0, 36 months,0.1416,719.37,C,04-2014,2014.0,False,INDIVIDUAL,home_improvement,Home improvement,desc,LEAD PHARMACY TECH,10+ years,MORTGAGE,70000.0,,Source Verified,972xx,OR,3829.0,30629.0
206052,c1a1nc6d5baqaba80ae8sdekCd0f31akbbc59bc,Current,21000.0,VA,21000.0, 60 months,0.1365,484.84,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,Major Gift Officer,< 1 year,MORTGAGE,80000.0,,Source Verified,223xx,VA,10293.0,174976.0
206159,82f1QEcdPd9296Gc3c815VdeUnedf0ed686e5c7,Late (31-120 days),21000.0,MT,21000.0, 60 months,0.1416,490.38,C,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,attorney/partner,5 years,MORTGAGE,90000.0,,Source Verified,599xx,MT,11341.0,170120.0
206160,b0cf8becdSiQ0718mf9Y12a29fbe1392a1e9d3cbG17Bbd1a,Late (31-120 days),21000.0,SC,21000.0, 60 months,0.1416,490.38,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,production manager,10+ years,MORTGAGE,116000.0,,Not Verified,294xx,SC,34132.0,273057.0
206307,0c94affaea14c5ca8a8fJLac04t8eT90wdbAb5p86aacdd7,Current,21000.0,SC,21000.0, 60 months,0.1531,503.01999,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Supervisor,8 years,MORTGAGE,80000.0,,Source Verified,294xx,SC,28863.0,288631.0
206656,15b304a5P131b85afjE8bw7Tb8c8b69ca31bc79ab2a17feca80,Current,21000.0,FL,21000.0, 60 months,0.1947,550.20001,D,04-2014,2014.0,False,INDIVIDUAL,major_purchase,Major purchase,desc,MGR,10+ years,MORTGAGE,80000.0,,Not Verified,323xx,FL,21420.0,192782.0
207258,nu0683bae0dcd6iye1c7usnY92e210f0c4J9bf9tQ180,Current,21200.0,VA,21200.0, 60 months,0.2408,610.87,F,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Administration,10+ years,MORTGAGE,59000.0,,Verified,232xx,VA,10060.0,130779.0
208123,f417b4af9f8d3F92bf83d9f9S1a886hef8bvb81d3080511f9d6,Current,21600.0,TN,21600.0, 60 months,0.1561,520.81,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Police Officer,6 years,MORTGAGE,51500.0,,Not Verified,380xx,TN,19949.0,199486.0
208490,fa10b9cGc3Ke4ne8zc3Sa4be127m0cGb7U878f11fa93,Current,21600.0,WA,21600.0, 60 months,0.1659,532.07001,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Community Corrections Officer,10+ years,MORTGAGE,62932.0,,Not Verified,982xx,WA,41256.0,247538.0
208876,v98b8a4b8eb7fd13c1e31be2c415c6fb0bQa8b5c881b9d0c2bae4,Current,21950.0,WA,21950.0, 60 months,0.1757,552.27002,D,04-2014,2014.0,False,INDIVIDUAL,other,Other,desc,Social Worker,10+ years,MORTGAGE,55000.0,,Not Verified,992xx,WA,25592.0,179147.0
210172,938cf81516b90cd1baA83Odedd011a1Be4b080c5b49R,Current,22000.0,MO,22000.0, 60 months,0.1416,513.72998,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,,n/a,MORTGAGE,51404.0,,Verified,656xx,MO,25493.0,203943.0
210253,bcbJb4d1d6id2ba84Ie0f50e1b019f16b9148081cb9c,Current,22000.0,MO,22000.0, 60 months,0.1561,530.45001,C,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Operations Manager,4 years,MORTGAGE,50000.0,,Not Verified,631xx,MO,15014.0,165153.0
210374,bbcfdb9rd102O3c39b75Hf4X12Rfk18eb4bb286f1,Current,22000.0,VA,22000.0, 60 months,0.1757,553.53003,D,04-2014,2014.0,False,INDIVIDUAL,credit_card,Credit card refinancing,desc,"Senior Project Manager, Mgr",6 years,RENT,138000.0,,Verified,232xx,VA,2720.0,38083.0
211687,Zdef985X87b3Sc1faa99ee8c0c71fd53f49amL9aaf06899ea6,Current,22675.0,NY,22675.0, 60 months,0.1892,587.21002,D,04-2014,2014.0,False,INDIVIDUAL,debt_consolidation,Debt consolidation,desc,Sub Station Electrician,3 years,RENT,92000.0,,Source Verified,104xx,NY,29324.0,469179.0
